"scenario","zuivel","rund","varken","kipei","agf","vetsnack","drank","graan","zoet","vis","vegi","total"
"basis_afaqx",0.5753,1.2117,0.4556,0.2981,0.1729,0.4223,0.5706,0.2831,0.2028,0.0336,0.0629,4.2889
"basis_afaqz",0.5753,1.2117,0.4556,0.3062,0.1976,0.4826,0.6521,0.3235,0.2318,0.0384,0.0719,4.5467
"basis_afara",0.6027,1.2706,0.4794,0.3112,0.1725,0.4213,0.5686,0.2824,0.2023,0.0336,0.0628,4.4074
"basis_afarx",0.6027,1.2706,0.4794,0.314,0.1811,0.4424,0.597,0.2965,0.2125,0.0352,0.0659,4.4973
"basis_afarz",0.6027,1.2706,0.4794,0.3224,0.207,0.5056,0.6823,0.3389,0.2428,0.0403,0.0753,4.7673
"basis_afasa",0.5503,1.1579,0.4339,0.2811,0.1575,0.3847,0.5204,0.2579,0.1848,0.0306,0.0573,4.0164
"basis_afasx",0.5503,1.1579,0.4339,0.2837,0.1654,0.4039,0.5464,0.2708,0.194,0.0322,0.0602,4.0987
"basis_afasz",0.5503,1.1579,0.4339,0.2914,0.189,0.4616,0.6245,0.3094,0.2217,0.0368,0.0688,4.3453
"basis_afkaa",0.6329,1.3353,0.5101,0.35,0.1811,0.4424,0.5962,0.2965,0.2125,0.0352,0.0659,4.6581
"basis_afkax",0.6329,1.3353,0.5101,0.3529,0.1902,0.4645,0.6261,0.3114,0.2231,0.037,0.0692,4.7527
"basis_afkaz",0.6329,1.3353,0.5101,0.3617,0.2174,0.5309,0.7155,0.3559,0.255,0.0423,0.0791,5.0361
"basis_afkqa",0.5753,1.2117,0.4597,0.3147,0.1647,0.4022,0.5434,0.2696,0.1932,0.032,0.0599,4.2264
"basis_afkqx",0.5753,1.2117,0.4597,0.3174,0.1729,0.4223,0.5706,0.2831,0.2028,0.0336,0.0629,4.3123
"basis_afkqz",0.5753,1.2117,0.4597,0.3254,0.1976,0.4826,0.6521,0.3235,0.2318,0.0384,0.0719,4.57
"basis_afkra",0.6027,1.2706,0.4837,0.3315,0.1725,0.4213,0.5686,0.2824,0.2023,0.0336,0.0628,4.432
"basis_afkrx",0.6027,1.2706,0.4837,0.3343,0.1811,0.4424,0.597,0.2965,0.2125,0.0352,0.0659,4.5219
"basis_afkrz",0.6027,1.2706,0.4837,0.3427,0.207,0.5056,0.6823,0.3389,0.2428,0.0403,0.0753,4.7919
"basis_afksa",0.5503,1.1579,0.4378,0.2994,0.1575,0.3847,0.5204,0.2579,0.1848,0.0306,0.0573,4.0386
"basis_afksx",0.5503,1.1579,0.4378,0.302,0.1654,0.4039,0.5464,0.2708,0.194,0.0322,0.0602,4.1209
"basis_afksz",0.5503,1.1579,0.4378,0.3097,0.189,0.4616,0.6245,0.3094,0.2217,0.0368,0.0688,4.3675
"basis_aflaa",0.6329,1.3353,0.6073,0.3803,0.1811,0.4424,0.5962,0.2965,0.2125,0.0352,0.0659,4.7856
"basis_aflax",0.6329,1.3353,0.6073,0.3833,0.1902,0.4645,0.6261,0.3114,0.2231,0.037,0.0692,4.8803
"basis_aflaz",0.6329,1.3353,0.6073,0.3921,0.2174,0.5309,0.7155,0.3559,0.255,0.0423,0.0791,5.1637
"basis_aflqa",0.5753,1.2117,0.5473,0.342,0.1647,0.4022,0.5434,0.2696,0.1932,0.032,0.0599,4.3413
"basis_aflqx",0.5753,1.2117,0.5473,0.3447,0.1729,0.4223,0.5706,0.2831,0.2028,0.0336,0.0629,4.4272
"basis_aflqz",0.5753,1.2117,0.5473,0.3527,0.1976,0.4826,0.6521,0.3235,0.2318,0.0384,0.0719,4.6849
"basis_aflra",0.6027,1.2706,0.5759,0.3602,0.1725,0.4213,0.5686,0.2824,0.2023,0.0336,0.0628,4.5529
"basis_aflrx",0.6027,1.2706,0.5759,0.363,0.1811,0.4424,0.597,0.2965,0.2125,0.0352,0.0659,4.6428
"basis_aflrz",0.6027,1.2706,0.5759,0.3715,0.207,0.5056,0.6823,0.3389,0.2428,0.0403,0.0753,4.9129
"basis_aflsa",0.5503,1.1579,0.5212,0.3253,0.1575,0.3847,0.5204,0.2579,0.1848,0.0306,0.0573,4.1479
"basis_aflsx",0.5503,1.1579,0.5212,0.3279,0.1654,0.4039,0.5464,0.2708,0.194,0.0322,0.0602,4.2302
"basis_aflsz",0.5503,1.1579,0.5212,0.3356,0.189,0.4616,0.6245,0.3094,0.2217,0.0368,0.0688,4.4768
"basis_afmaa",1.0451,2.3284,0.8096,0.5329,0.1811,0.4424,0.5962,0.2965,0.2125,0.0352,0.0659,6.5458
"basis_afmax",1.0451,2.3284,0.8096,0.5359,0.1902,0.4645,0.6261,0.3114,0.2231,0.037,0.0692,6.6405
"basis_afmaz",1.0451,2.3284,0.8096,0.5447,0.2174,0.5309,0.7155,0.3559,0.255,0.0423,0.0791,6.9239
"basis_afmqa",0.9501,2.1128,0.7296,0.4789,0.1647,0.4022,0.5434,0.2696,0.1932,0.032,0.0599,5.9364
"basis_afmqx",0.9501,2.1128,0.7296,0.4816,0.1729,0.4223,0.5706,0.2831,0.2028,0.0336,0.0629,6.0223
"basis_afmqz",0.9501,2.1128,0.7296,0.4896,0.1976,0.4826,0.6521,0.3235,0.2318,0.0384,0.0719,6.28
"basis_afmra",0.9953,2.2155,0.7677,0.5046,0.1725,0.4213,0.5686,0.2824,0.2023,0.0336,0.0628,6.2266
"basis_afmrx",0.9953,2.2155,0.7677,0.5075,0.1811,0.4424,0.597,0.2965,0.2125,0.0352,0.0659,6.3166
"basis_afmrz",0.9953,2.2155,0.7677,0.5159,0.207,0.5056,0.6823,0.3389,0.2428,0.0403,0.0753,6.5866
"basis_afmsa",0.9088,2.0191,0.6948,0.4555,0.1575,0.3847,0.5204,0.2579,0.1848,0.0306,0.0573,5.6714
"basis_afmsx",0.9088,2.0191,0.6948,0.458,0.1654,0.4039,0.5464,0.2708,0.194,0.0322,0.0602,5.7536
"basis_afmsz",0.9088,2.0191,0.6948,0.4657,0.189,0.4616,0.6245,0.3094,0.2217,0.0368,0.0688,6.0002
"basis_afnaa",0.7359,1.5836,0.5815,0.3796,0.1811,0.4424,0.5962,0.2965,0.2125,0.0352,0.0659,5.1104
"basis_afnax",0.7359,1.5836,0.5815,0.3825,0.1902,0.4645,0.6261,0.3114,0.2231,0.037,0.0692,5.205
"basis_afnaz",0.7359,1.5836,0.5815,0.3914,0.2174,0.5309,0.7155,0.3559,0.255,0.0423,0.0791,5.4885
"basis_afnqa",0.669,1.4369,0.5241,0.3413,0.1647,0.4022,0.5434,0.2696,0.1932,0.032,0.0599,4.6363
"basis_afnqx",0.669,1.4369,0.5241,0.344,0.1729,0.4223,0.5706,0.2831,0.2028,0.0336,0.0629,4.7222
"basis_afnqz",0.669,1.4369,0.5241,0.352,0.1976,0.4826,0.6521,0.3235,0.2318,0.0384,0.0719,4.9799
"basis_afnra",0.7009,1.5068,0.5514,0.3596,0.1725,0.4213,0.5686,0.2824,0.2023,0.0336,0.0628,4.8622
"basis_afnrx",0.7009,1.5068,0.5514,0.3624,0.1811,0.4424,0.597,0.2965,0.2125,0.0352,0.0659,4.9521
"basis_afnrz",0.7009,1.5068,0.5514,0.3708,0.207,0.5056,0.6823,0.3389,0.2428,0.0403,0.0753,5.2221
"basis_afnsa",0.6399,1.3732,0.4991,0.3247,0.1575,0.3847,0.5204,0.2579,0.1848,0.0306,0.0573,4.4301
"basis_afnsx",0.6399,1.3732,0.4991,0.3273,0.1654,0.4039,0.5464,0.2708,0.194,0.0322,0.0602,4.5124
"basis_afnsz",0.6399,1.3732,0.4991,0.3349,0.189,0.4616,0.6245,0.3094,0.2217,0.0368,0.0688,4.7589
"basis_agaaa",0.6176,1.2635,0.4864,0.3182,0.1811,0.4424,0.5962,0.2965,0.2125,0.0352,0.0659,4.5155
"basis_agaax",0.6176,1.2635,0.4864,0.3211,0.1902,0.4645,0.6261,0.3114,0.2231,0.037,0.0692,4.6101
"basis_agaaz",0.6176,1.2635,0.4864,0.33,0.2174,0.5309,0.7155,0.3559,0.255,0.0423,0.0791,4.8936
"basis_agaqa",0.5615,1.1464,0.4383,0.2862,0.1647,0.4022,0.5434,0.2696,0.1932,0.032,0.0599,4.0974
"basis_agaqx",0.5615,1.1464,0.4383,0.2889,0.1729,0.4223,0.5706,0.2831,0.2028,0.0336,0.0629,4.1833
"basis_agaqz",0.5615,1.1464,0.4383,0.2969,0.1976,0.4826,0.6521,0.3235,0.2318,0.0384,0.0719,4.441
"basis_agara",0.5882,1.2022,0.4612,0.3015,0.1725,0.4213,0.5686,0.2824,0.2023,0.0336,0.0628,4.2966
"basis_agarx",0.5882,1.2022,0.4612,0.3043,0.1811,0.4424,0.597,0.2965,0.2125,0.0352,0.0659,4.3865
"basis_agarz",0.5882,1.2022,0.4612,0.3127,0.207,0.5056,0.6823,0.3389,0.2428,0.0403,0.0753,4.6565
"basis_agasa",0.5371,1.0955,0.4174,0.2723,0.1575,0.3847,0.5204,0.2579,0.1848,0.0306,0.0573,3.9155
"basis_agasx",0.5371,1.0955,0.4174,0.2749,0.1654,0.4039,0.5464,0.2708,0.194,0.0322,0.0602,3.9978
"basis_agasz",0.5371,1.0955,0.4174,0.2826,0.189,0.4616,0.6245,0.3094,0.2217,0.0368,0.0688,4.2444
"basis_agkaa",0.6176,1.2635,0.4908,0.3389,0.1811,0.4424,0.5962,0.2965,0.2125,0.0352,0.0659,4.5406
"basis_agkax",0.6176,1.2635,0.4908,0.3418,0.1902,0.4645,0.6261,0.3114,0.2231,0.037,0.0692,4.6352
"basis_agkaz",0.6176,1.2635,0.4908,0.3506,0.2174,0.5309,0.7155,0.3559,0.255,0.0423,0.0791,4.9186
"basis_agkqa",0.5615,1.1464,0.4423,0.3048,0.1647,0.4022,0.5434,0.2696,0.1932,0.032,0.0599,4.12
"basis_agkqx",0.5615,1.1464,0.4423,0.3075,0.1729,0.4223,0.5706,0.2831,0.2028,0.0336,0.0629,4.2059
"basis_agkqz",0.5615,1.1464,0.4423,0.3155,0.1976,0.4826,0.6521,0.3235,0.2318,0.0384,0.0719,4.4636
"basis_agkra",0.5882,1.2022,0.4654,0.321,0.1725,0.4213,0.5686,0.2824,0.2023,0.0336,0.0628,4.3203
"basis_agkrx",0.5882,1.2022,0.4654,0.3238,0.1811,0.4424,0.597,0.2965,0.2125,0.0352,0.0659,4.4102
"basis_agkrz",0.5882,1.2022,0.4654,0.3322,0.207,0.5056,0.6823,0.3389,0.2428,0.0403,0.0753,4.6802
"basis_agksa",0.5371,1.0955,0.4212,0.29,0.1575,0.3847,0.5204,0.2579,0.1848,0.0306,0.0573,3.937
"basis_agksx",0.5371,1.0955,0.4212,0.2925,0.1654,0.4039,0.5464,0.2708,0.194,0.0322,0.0602,4.0192
"basis_agksz",0.5371,1.0955,0.4212,0.3002,0.189,0.4616,0.6245,0.3094,0.2217,0.0368,0.0688,4.2658
"basis_aglaa",0.6176,1.2635,0.5843,0.3681,0.1811,0.4424,0.5962,0.2965,0.2125,0.0352,0.0659,4.6633
"basis_aglax",0.6176,1.2635,0.5843,0.371,0.1902,0.4645,0.6261,0.3114,0.2231,0.037,0.0692,4.7579
"basis_aglaz",0.6176,1.2635,0.5843,0.3798,0.2174,0.5309,0.7155,0.3559,0.255,0.0423,0.0791,5.0413
"basis_aglqa",0.5615,1.1464,0.5266,0.331,0.1647,0.4022,0.5434,0.2696,0.1932,0.032,0.0599,4.2305
"basis_aglqx",0.5615,1.1464,0.5266,0.3337,0.1729,0.4223,0.5706,0.2831,0.2028,0.0336,0.0629,4.3164
"basis_aglqz",0.5615,1.1464,0.5266,0.3417,0.1976,0.4826,0.6521,0.3235,0.2318,0.0384,0.0719,4.5741
"basis_aglra",0.5882,1.2022,0.5541,0.3486,0.1725,0.4213,0.5686,0.2824,0.2023,0.0336,0.0628,4.4366
"basis_aglrx",0.5882,1.2022,0.5541,0.3515,0.1811,0.4424,0.597,0.2965,0.2125,0.0352,0.0659,4.5266
"basis_aglrz",0.5882,1.2022,0.5541,0.3599,0.207,0.5056,0.6823,0.3389,0.2428,0.0403,0.0753,4.7966
"basis_aglsa",0.5371,1.0955,0.5015,0.3149,0.1575,0.3847,0.5204,0.2579,0.1848,0.0306,0.0573,4.0422
"basis_aglsx",0.5371,1.0955,0.5015,0.3174,0.1654,0.4039,0.5464,0.2708,0.194,0.0322,0.0602,4.1244
"basis_aglsz",0.5371,1.0955,0.5015,0.3251,0.189,0.4616,0.6245,0.3094,0.2217,0.0368,0.0688,4.371
"basis_agmaa",1.0199,2.2009,0.7789,0.5149,0.1811,0.4424,0.5962,0.2965,0.2125,0.0352,0.0659,6.3444
"basis_agmax",1.0199,2.2009,0.7789,0.5178,0.1902,0.4645,0.6261,0.3114,0.2231,0.037,0.0692,6.439
"basis_agmaz",1.0199,2.2009,0.7789,0.5266,0.2174,0.5309,0.7155,0.3559,0.255,0.0423,0.0791,6.7224
"basis_agmqa",0.9272,1.9971,0.7019,0.4627,0.1647,0.4022,0.5434,0.2696,0.1932,0.032,0.0599,5.7539
"basis_agmqx",0.9272,1.9971,0.7019,0.4654,0.1729,0.4223,0.5706,0.2831,0.2028,0.0336,0.0629,5.8398
"basis_agmqz",0.9272,1.9971,0.7019,0.4734,0.1976,0.4826,0.6521,0.3235,0.2318,0.0384,0.0719,6.0975
"basis_agmra",0.9713,2.0941,0.7386,0.4875,0.1725,0.4213,0.5686,0.2824,0.2023,0.0336,0.0628,6.035
"basis_agmrx",0.9713,2.0941,0.7386,0.4903,0.1811,0.4424,0.597,0.2965,0.2125,0.0352,0.0659,6.1249
"basis_agmrz",0.9713,2.0941,0.7386,0.4988,0.207,0.5056,0.6823,0.3389,0.2428,0.0403,0.0753,6.395
"basis_agmsa",0.8869,1.9084,0.6685,0.4401,0.1575,0.3847,0.5204,0.2579,0.1848,0.0306,0.0573,5.4971
"basis_agmsx",0.8869,1.9084,0.6685,0.4426,0.1654,0.4039,0.5464,0.2708,0.194,0.0322,0.0602,5.5793
"basis_agmsz",0.8869,1.9084,0.6685,0.4503,0.189,0.4616,0.6245,0.3094,0.2217,0.0368,0.0688,5.8259
"basis_agnaa",0.7182,1.4979,0.5595,0.3674,0.1811,0.4424,0.5962,0.2965,0.2125,0.0352,0.0659,4.9728
"basis_agnax",0.7182,1.4979,0.5595,0.3703,0.1902,0.4645,0.6261,0.3114,0.2231,0.037,0.0692,5.0674
"basis_agnaz",0.7182,1.4979,0.5595,0.3791,0.2174,0.5309,0.7155,0.3559,0.255,0.0423,0.0791,5.3508
"basis_agnqa",0.6529,1.3591,0.5042,0.3304,0.1647,0.4022,0.5434,0.2696,0.1932,0.032,0.0599,4.5116
"basis_agnqx",0.6529,1.3591,0.5042,0.333,0.1729,0.4223,0.5706,0.2831,0.2028,0.0336,0.0629,4.5974
"basis_agnqz",0.6529,1.3591,0.5042,0.3411,0.1976,0.4826,0.6521,0.3235,0.2318,0.0384,0.0719,4.8552
"basis_agnra",0.684,1.4252,0.5306,0.348,0.1725,0.4213,0.5686,0.2824,0.2023,0.0336,0.0628,4.7313
"basis_agnrx",0.684,1.4252,0.5306,0.3508,0.1811,0.4424,0.597,0.2965,0.2125,0.0352,0.0659,4.8212
"basis_agnrz",0.684,1.4252,0.5306,0.3592,0.207,0.5056,0.6823,0.3389,0.2428,0.0403,0.0753,5.0912
"basis_agnsa",0.6245,1.2987,0.4802,0.3143,0.1575,0.3847,0.5204,0.2579,0.1848,0.0306,0.0573,4.3109
"basis_agnsx",0.6245,1.2987,0.4802,0.3168,0.1654,0.4039,0.5464,0.2708,0.194,0.0322,0.0602,4.3931
"basis_agnsz",0.6245,1.2987,0.4802,0.3245,0.189,0.4616,0.6245,0.3094,0.2217,0.0368,0.0688,4.6397
"basis_ahaaa",0.6518,1.4298,0.5297,0.3414,0.1811,0.4424,0.5962,0.2965,0.2125,0.0352,0.0659,4.7825
"basis_ahaax",0.6518,1.4298,0.5297,0.3444,0.1902,0.4645,0.6261,0.3114,0.2231,0.037,0.0692,4.8772
"basis_ahaaz",0.6518,1.4298,0.5297,0.3532,0.2174,0.5309,0.7155,0.3559,0.255,0.0423,0.0791,5.1606
"basis_ahaqa",0.5925,1.2974,0.4773,0.3071,0.1647,0.4022,0.5434,0.2696,0.1932,0.032,0.0599,4.3393
"basis_ahaqx",0.5925,1.2974,0.4773,0.3098,0.1729,0.4223,0.5706,0.2831,0.2028,0.0336,0.0629,4.4252
"basis_ahaqz",0.5925,1.2974,0.4773,0.3178,0.1976,0.4826,0.6521,0.3235,0.2318,0.0384,0.0719,4.6829
"basis_ahara",0.6208,1.3604,0.5022,0.3234,0.1725,0.4213,0.5686,0.2824,0.2023,0.0336,0.0628,4.5503
"basis_aharx",0.6208,1.3604,0.5022,0.3263,0.1811,0.4424,0.597,0.2965,0.2125,0.0352,0.0659,4.6403
"basis_aharz",0.6208,1.3604,0.5022,0.3347,0.207,0.5056,0.6823,0.3389,0.2428,0.0403,0.0753,4.9103
"basis_ahasa",0.5668,1.2398,0.4545,0.2922,0.1575,0.3847,0.5204,0.2579,0.1848,0.0306,0.0573,4.1465
"basis_ahasx",0.5668,1.2398,0.4545,0.2947,0.1654,0.4039,0.5464,0.2708,0.194,0.0322,0.0602,4.2287
"basis_ahasz",0.5668,1.2398,0.4545,0.3024,0.189,0.4616,0.6245,0.3094,0.2217,0.0368,0.0688,4.4753
"basis_ahkaa",0.6518,1.4298,0.5345,0.3639,0.1811,0.4424,0.5962,0.2965,0.2125,0.0352,0.0659,4.8098
"basis_ahkax",0.6518,1.4298,0.5345,0.3669,0.1902,0.4645,0.6261,0.3114,0.2231,0.037,0.0692,4.9045
"basis_ahkaz",0.6518,1.4298,0.5345,0.3757,0.2174,0.5309,0.7155,0.3559,0.255,0.0423,0.0791,5.1879
"basis_ahkqa",0.5925,1.2974,0.4816,0.3273,0.1647,0.4022,0.5434,0.2696,0.1932,0.032,0.0599,4.3638
"basis_ahkqx",0.5925,1.2974,0.4816,0.33,0.1729,0.4223,0.5706,0.2831,0.2028,0.0336,0.0629,4.4497
"basis_ahkqz",0.5925,1.2974,0.4816,0.338,0.1976,0.4826,0.6521,0.3235,0.2318,0.0384,0.0719,4.7074
"basis_ahkra",0.6208,1.3604,0.5068,0.3447,0.1725,0.4213,0.5686,0.2824,0.2023,0.0336,0.0628,4.5762
"basis_ahkrx",0.6208,1.3604,0.5068,0.3475,0.1811,0.4424,0.597,0.2965,0.2125,0.0352,0.0659,4.6661
"basis_ahkrz",0.6208,1.3604,0.5068,0.356,0.207,0.5056,0.6823,0.3389,0.2428,0.0403,0.0753,4.9362
"basis_ahksa",0.5668,1.2398,0.4587,0.3114,0.1575,0.3847,0.5204,0.2579,0.1848,0.0306,0.0573,4.1699
"basis_ahksx",0.5668,1.2398,0.4587,0.3139,0.1654,0.4039,0.5464,0.2708,0.194,0.0322,0.0602,4.2521
"basis_ahksz",0.5668,1.2398,0.4587,0.3216,0.189,0.4616,0.6245,0.3094,0.2217,0.0368,0.0688,4.4987
