"scenario","zuivel","rund","varken","kipei","agf","vetsnack","drank","graan","zoet","vis","vegi","total"
"50d50p_cflsz",0.4968,0.6612,0.2733,0.1937,0.1791,0.3635,0.6055,0.2943,0.2133,0.0346,0.3469,3.6622
"50d50p_cfmaa",0.9434,1.3281,0.4244,0.2994,0.1716,0.3483,0.5781,0.2821,0.2044,0.0331,0.3324,4.9453
"50d50p_cfmax",0.9434,1.3281,0.4244,0.3016,0.1802,0.3657,0.607,0.2962,0.2147,0.0348,0.3491,5.0452
"50d50p_cfmaz",0.9434,1.3281,0.4244,0.3082,0.2059,0.418,0.6938,0.3385,0.2453,0.0398,0.3989,5.3443
"50d50p_cfmqa",0.8576,1.2051,0.3825,0.2692,0.156,0.3167,0.5269,0.2564,0.1858,0.0301,0.3022,4.4885
"50d50p_cfmqx",0.8576,1.2051,0.3825,0.2712,0.1638,0.3325,0.5532,0.2692,0.1951,0.0316,0.3173,4.5791
"50d50p_cfmqz",0.8576,1.2051,0.3825,0.2772,0.1872,0.38,0.6322,0.3077,0.223,0.0361,0.3627,4.8513
"50d50p_cfmra",0.8984,1.2636,0.4025,0.2836,0.1634,0.3317,0.5513,0.2686,0.1947,0.0316,0.3166,4.706
"50d50p_cfmrx",0.8984,1.2636,0.4025,0.2857,0.1716,0.3483,0.5788,0.2821,0.2044,0.0331,0.3324,4.8009
"50d50p_cfmrz",0.8984,1.2636,0.4025,0.292,0.1961,0.3981,0.6615,0.3224,0.2336,0.0379,0.3799,5.086
"50d50p_cfmsa",0.8203,1.1516,0.3642,0.2561,0.1492,0.3029,0.5046,0.2453,0.1778,0.0288,0.2891,4.2899
"50d50p_cfmsx",0.8203,1.1516,0.3642,0.258,0.1567,0.318,0.5298,0.2575,0.1867,0.0302,0.3035,4.3765
"50d50p_cfmsz",0.8203,1.1516,0.3642,0.2637,0.1791,0.3635,0.6055,0.2943,0.2133,0.0346,0.3469,4.637
"50d50p_cfnaa",0.6643,0.904,0.3049,0.2168,0.1716,0.3483,0.5781,0.2821,0.2044,0.0331,0.3324,4.04
"50d50p_cfnax",0.6643,0.904,0.3049,0.219,0.1802,0.3657,0.607,0.2962,0.2147,0.0348,0.3491,4.1399
"50d50p_cfnaz",0.6643,0.904,0.3049,0.2257,0.2059,0.418,0.6938,0.3385,0.2453,0.0398,0.3989,4.4391
"50d50p_cfnqa",0.6039,0.8202,0.2748,0.1951,0.156,0.3167,0.5269,0.2564,0.1858,0.0301,0.3022,3.6681
"50d50p_cfnqx",0.6039,0.8202,0.2748,0.1971,0.1638,0.3325,0.5532,0.2692,0.1951,0.0316,0.3173,3.7587
"50d50p_cfnqz",0.6039,0.8202,0.2748,0.2031,0.1872,0.38,0.6322,0.3077,0.223,0.0361,0.3627,4.0309
"50d50p_cfnra",0.6327,0.8601,0.2891,0.2054,0.1634,0.3317,0.5513,0.2686,0.1947,0.0316,0.3166,3.8452
"50d50p_cfnrx",0.6327,0.8601,0.2891,0.2075,0.1716,0.3483,0.5788,0.2821,0.2044,0.0331,0.3324,3.9401
"50d50p_cfnrz",0.6327,0.8601,0.2891,0.2139,0.1961,0.3981,0.6615,0.3224,0.2336,0.0379,0.3799,4.2253
"50d50p_cfnsa",0.5776,0.7838,0.2617,0.1857,0.1492,0.3029,0.5046,0.2453,0.1778,0.0288,0.2891,3.5065
"50d50p_cfnsx",0.5776,0.7838,0.2617,0.1876,0.1567,0.318,0.5298,0.2575,0.1867,0.0302,0.3035,3.5931
"50d50p_cfnsz",0.5776,0.7838,0.2617,0.1933,0.1791,0.3635,0.6055,0.2943,0.2133,0.0346,0.3469,3.8536
"50d50p_cgaaa",0.5575,0.7226,0.255,0.1838,0.1716,0.3483,0.5781,0.2821,0.2044,0.0331,0.3324,3.6689
"50d50p_cgaax",0.5575,0.7226,0.255,0.186,0.1802,0.3657,0.607,0.2962,0.2147,0.0348,0.3491,3.7688
"50d50p_cgaaz",0.5575,0.7226,0.255,0.1926,0.2059,0.418,0.6938,0.3385,0.2453,0.0398,0.3989,4.0679
"50d50p_cgaqa",0.5068,0.6556,0.2298,0.1654,0.156,0.3167,0.5269,0.2564,0.1858,0.0301,0.3022,3.3317
"50d50p_cgaqx",0.5068,0.6556,0.2298,0.1674,0.1638,0.3325,0.5532,0.2692,0.1951,0.0316,0.3173,3.4223
"50d50p_cgaqz",0.5068,0.6556,0.2298,0.1735,0.1872,0.38,0.6322,0.3077,0.223,0.0361,0.3627,3.6946
"50d50p_cgara",0.531,0.6875,0.2418,0.1742,0.1634,0.3317,0.5513,0.2686,0.1947,0.0316,0.3166,3.4924
"50d50p_cgarx",0.531,0.6875,0.2418,0.1763,0.1716,0.3483,0.5788,0.2821,0.2044,0.0331,0.3324,3.5873
"50d50p_cgarz",0.531,0.6875,0.2418,0.1826,0.1961,0.3981,0.6615,0.3224,0.2336,0.0379,0.3799,3.8724
"50d50p_cgasa",0.4848,0.6265,0.2188,0.1575,0.1492,0.3029,0.5046,0.2453,0.1778,0.0288,0.2891,3.1853
"50d50p_cgasx",0.4848,0.6265,0.2188,0.1594,0.1567,0.318,0.5298,0.2575,0.1867,0.0302,0.3035,3.2719
"50d50p_cgasz",0.4848,0.6265,0.2188,0.1651,0.1791,0.3635,0.6055,0.2943,0.2133,0.0346,0.3469,3.5324
"50d50p_cgkaa",0.5575,0.7226,0.2573,0.1949,0.1716,0.3483,0.5781,0.2821,0.2044,0.0331,0.3324,3.6823
"50d50p_cgkax",0.5575,0.7226,0.2573,0.1971,0.1802,0.3657,0.607,0.2962,0.2147,0.0348,0.3491,3.7822
"50d50p_cgkaz",0.5575,0.7226,0.2573,0.2037,0.2059,0.418,0.6938,0.3385,0.2453,0.0398,0.3989,4.0813
"50d50p_cgkqa",0.5068,0.6556,0.2319,0.1754,0.156,0.3167,0.5269,0.2564,0.1858,0.0301,0.3022,3.3438
"50d50p_cgkqx",0.5068,0.6556,0.2319,0.1774,0.1638,0.3325,0.5532,0.2692,0.1951,0.0316,0.3173,3.4344
"50d50p_cgkqz",0.5068,0.6556,0.2319,0.1834,0.1872,0.38,0.6322,0.3077,0.223,0.0361,0.3627,3.7066
"50d50p_cgkra",0.531,0.6875,0.244,0.1847,0.1634,0.3317,0.5513,0.2686,0.1947,0.0316,0.3166,3.5051
"50d50p_cgkrx",0.531,0.6875,0.244,0.1868,0.1716,0.3483,0.5788,0.2821,0.2044,0.0331,0.3324,3.6
"50d50p_cgkrz",0.531,0.6875,0.244,0.1931,0.1961,0.3981,0.6615,0.3224,0.2336,0.0379,0.3799,3.8851
"50d50p_cgksa",0.4848,0.6265,0.2208,0.1669,0.1492,0.3029,0.5046,0.2453,0.1778,0.0288,0.2891,3.1967
"50d50p_cgksx",0.4848,0.6265,0.2208,0.1689,0.1567,0.318,0.5298,0.2575,0.1867,0.0302,0.3035,3.2834
"50d50p_cgksz",0.4848,0.6265,0.2208,0.1746,0.1791,0.3635,0.6055,0.2943,0.2133,0.0346,0.3469,3.5439
"50d50p_cglaa",0.5575,0.7226,0.3064,0.2106,0.1716,0.3483,0.5781,0.2821,0.2044,0.0331,0.3324,3.7471
"50d50p_cglax",0.5575,0.7226,0.3064,0.2128,0.1802,0.3657,0.607,0.2962,0.2147,0.0348,0.3491,3.847
"50d50p_cglaz",0.5575,0.7226,0.3064,0.2195,0.2059,0.418,0.6938,0.3385,0.2453,0.0398,0.3989,4.1462
"50d50p_cglqa",0.5068,0.6556,0.2761,0.1895,0.156,0.3167,0.5269,0.2564,0.1858,0.0301,0.3022,3.4021
"50d50p_cglqx",0.5068,0.6556,0.2761,0.1915,0.1638,0.3325,0.5532,0.2692,0.1951,0.0316,0.3173,3.4927
"50d50p_cglqz",0.5068,0.6556,0.2761,0.1976,0.1872,0.38,0.6322,0.3077,0.223,0.0361,0.3627,3.765
"50d50p_cglra",0.531,0.6875,0.2905,0.1996,0.1634,0.3317,0.5513,0.2686,0.1947,0.0316,0.3166,3.5665
"50d50p_cglrx",0.531,0.6875,0.2905,0.2017,0.1716,0.3483,0.5788,0.2821,0.2044,0.0331,0.3324,3.6614
"50d50p_cglrz",0.531,0.6875,0.2905,0.208,0.1961,0.3981,0.6615,0.3224,0.2336,0.0379,0.3799,3.9465
"50d50p_cglsa",0.4848,0.6265,0.2629,0.1804,0.1492,0.3029,0.5046,0.2453,0.1778,0.0288,0.2891,3.2523
"50d50p_cglsx",0.4848,0.6265,0.2629,0.1823,0.1567,0.318,0.5298,0.2575,0.1867,0.0302,0.3035,3.3389
"50d50p_cglsz",0.4848,0.6265,0.2629,0.188,0.1791,0.3635,0.6055,0.2943,0.2133,0.0346,0.3469,3.5994
"50d50p_cgmaa",0.9206,1.2572,0.4084,0.2897,0.1716,0.3483,0.5781,0.2821,0.2044,0.0331,0.3324,4.8259
"50d50p_cgmax",0.9206,1.2572,0.4084,0.2919,0.1802,0.3657,0.607,0.2962,0.2147,0.0348,0.3491,4.9258
"50d50p_cgmaz",0.9206,1.2572,0.4084,0.2985,0.2059,0.418,0.6938,0.3385,0.2453,0.0398,0.3989,5.2249
"50d50p_cgmqa",0.8369,1.1406,0.368,0.2605,0.156,0.3167,0.5269,0.2564,0.1858,0.0301,0.3022,4.3801
"50d50p_cgmqx",0.8369,1.1406,0.368,0.2625,0.1638,0.3325,0.5532,0.2692,0.1951,0.0316,0.3173,4.4707
"50d50p_cgmqz",0.8369,1.1406,0.368,0.2685,0.1872,0.38,0.6322,0.3077,0.223,0.0361,0.3627,4.7429
"50d50p_cgmra",0.8768,1.1961,0.3872,0.2744,0.1634,0.3317,0.5513,0.2686,0.1947,0.0316,0.3166,4.5924
"50d50p_cgmrx",0.8768,1.1961,0.3872,0.2765,0.1716,0.3483,0.5788,0.2821,0.2044,0.0331,0.3324,4.6873
"50d50p_cgmrz",0.8768,1.1961,0.3872,0.2828,0.1961,0.3981,0.6615,0.3224,0.2336,0.0379,0.3799,4.9724
"50d50p_cgmsa",0.8005,1.09,0.3505,0.2478,0.1492,0.3029,0.5046,0.2453,0.1778,0.0288,0.2891,4.1865
"50d50p_cgmsx",0.8005,1.09,0.3505,0.2497,0.1567,0.318,0.5298,0.2575,0.1867,0.0302,0.3035,4.2731
"50d50p_cgmsz",0.8005,1.09,0.3505,0.2554,0.1791,0.3635,0.6055,0.2943,0.2133,0.0346,0.3469,4.5336
"50d50p_cgnaa",0.6483,0.8562,0.2933,0.2102,0.1716,0.3483,0.5781,0.2821,0.2044,0.0331,0.3324,3.958
"50d50p_cgnax",0.6483,0.8562,0.2933,0.2125,0.1802,0.3657,0.607,0.2962,0.2147,0.0348,0.3491,4.058
"50d50p_cgnaz",0.6483,0.8562,0.2933,0.2191,0.2059,0.418,0.6938,0.3385,0.2453,0.0398,0.3989,4.3571
"50d50p_cgnqa",0.5893,0.7768,0.2643,0.1892,0.156,0.3167,0.5269,0.2564,0.1858,0.0301,0.3022,3.5937
"50d50p_cgnqx",0.5893,0.7768,0.2643,0.1912,0.1638,0.3325,0.5532,0.2692,0.1951,0.0316,0.3173,3.6843
"50d50p_cgnqz",0.5893,0.7768,0.2643,0.1972,0.1872,0.38,0.6322,0.3077,0.223,0.0361,0.3627,3.9565
"50d50p_cgnra",0.6174,0.8147,0.2782,0.1992,0.1634,0.3317,0.5513,0.2686,0.1947,0.0316,0.3166,3.7674
"50d50p_cgnrx",0.6174,0.8147,0.2782,0.2013,0.1716,0.3483,0.5788,0.2821,0.2044,0.0331,0.3324,3.8623
"50d50p_cgnrz",0.6174,0.8147,0.2782,0.2076,0.1961,0.3981,0.6615,0.3224,0.2336,0.0379,0.3799,4.1474
"50d50p_cgnsa",0.5637,0.7423,0.2517,0.18,0.1492,0.3029,0.5046,0.2453,0.1778,0.0288,0.2891,3.4354
"50d50p_cgnsx",0.5637,0.7423,0.2517,0.182,0.1567,0.318,0.5298,0.2575,0.1867,0.0302,0.3035,3.5221
"50d50p_cgnsz",0.5637,0.7423,0.2517,0.1877,0.1791,0.3635,0.6055,0.2943,0.2133,0.0346,0.3469,3.7826
"50d50p_chaaa",0.5884,0.8151,0.2777,0.1963,0.1716,0.3483,0.5781,0.2821,0.2044,0.0331,0.3324,3.8275
"50d50p_chaax",0.5884,0.8151,0.2777,0.1985,0.1802,0.3657,0.607,0.2962,0.2147,0.0348,0.3491,3.9274
"50d50p_chaaz",0.5884,0.8151,0.2777,0.2051,0.2059,0.418,0.6938,0.3385,0.2453,0.0398,0.3989,4.2265
"50d50p_chaqa",0.5349,0.7396,0.2502,0.1767,0.156,0.3167,0.5269,0.2564,0.1858,0.0301,0.3022,3.4755
"50d50p_chaqx",0.5349,0.7396,0.2502,0.1787,0.1638,0.3325,0.5532,0.2692,0.1951,0.0316,0.3173,3.5661
"50d50p_chaqz",0.5349,0.7396,0.2502,0.1847,0.1872,0.38,0.6322,0.3077,0.223,0.0361,0.3627,3.8383
"50d50p_chara",0.5603,0.7756,0.2633,0.186,0.1634,0.3317,0.5513,0.2686,0.1947,0.0316,0.3166,3.6431
"50d50p_charx",0.5603,0.7756,0.2633,0.1881,0.1716,0.3483,0.5788,0.2821,0.2044,0.0331,0.3324,3.738
"50d50p_charz",0.5603,0.7756,0.2633,0.1944,0.1961,0.3981,0.6615,0.3224,0.2336,0.0379,0.3799,4.0231
"50d50p_chasa",0.5116,0.7068,0.2383,0.1681,0.1492,0.3029,0.5046,0.2453,0.1778,0.0288,0.2891,3.3225
"50d50p_chasx",0.5116,0.7068,0.2383,0.17,0.1567,0.318,0.5298,0.2575,0.1867,0.0302,0.3035,3.4091
"50d50p_chasz",0.5116,0.7068,0.2383,0.1758,0.1791,0.3635,0.6055,0.2943,0.2133,0.0346,0.3469,3.6697
"50d50p_chkaa",0.5884,0.8151,0.2802,0.2084,0.1716,0.3483,0.5781,0.2821,0.2044,0.0331,0.3324,3.8421
"50d50p_chkax",0.5884,0.8151,0.2802,0.2106,0.1802,0.3657,0.607,0.2962,0.2147,0.0348,0.3491,3.942
"50d50p_chkaz",0.5884,0.8151,0.2802,0.2172,0.2059,0.418,0.6938,0.3385,0.2453,0.0398,0.3989,4.2411
"50d50p_chkqa",0.5349,0.7396,0.2525,0.1875,0.156,0.3167,0.5269,0.2564,0.1858,0.0301,0.3022,3.4886
"50d50p_chkqx",0.5349,0.7396,0.2525,0.1895,0.1638,0.3325,0.5532,0.2692,0.1951,0.0316,0.3173,3.5792
"50d50p_chkqz",0.5349,0.7396,0.2525,0.1956,0.1872,0.38,0.6322,0.3077,0.223,0.0361,0.3627,3.8515
"50d50p_chkra",0.5603,0.7756,0.2657,0.1975,0.1634,0.3317,0.5513,0.2686,0.1947,0.0316,0.3166,3.657
"50d50p_chkrx",0.5603,0.7756,0.2657,0.1996,0.1716,0.3483,0.5788,0.2821,0.2044,0.0331,0.3324,3.7519
"50d50p_chkrz",0.5603,0.7756,0.2657,0.2059,0.1961,0.3981,0.6615,0.3224,0.2336,0.0379,0.3799,4.037
"50d50p_chksa",0.5116,0.7068,0.2405,0.1785,0.1492,0.3029,0.5046,0.2453,0.1778,0.0288,0.2891,3.3351
"50d50p_chksx",0.5116,0.7068,0.2405,0.1804,0.1567,0.318,0.5298,0.2575,0.1867,0.0302,0.3035,3.4217
"50d50p_chksz",0.5116,0.7068,0.2405,0.1861,0.1791,0.3635,0.6055,0.2943,0.2133,0.0346,0.3469,3.6822
"50d50p_chlaa",0.5884,0.8151,0.3336,0.2255,0.1716,0.3483,0.5781,0.2821,0.2044,0.0331,0.3324,3.9126
"50d50p_chlax",0.5884,0.8151,0.3336,0.2277,0.1802,0.3657,0.607,0.2962,0.2147,0.0348,0.3491,4.0125
"50d50p_chlaz",0.5884,0.8151,0.3336,0.2344,0.2059,0.418,0.6938,0.3385,0.2453,0.0398,0.3989,4.3117
"50d50p_chlqa",0.5349,0.7396,0.3006,0.2029,0.156,0.3167,0.5269,0.2564,0.1858,0.0301,0.3022,3.5521
"50d50p_chlqx",0.5349,0.7396,0.3006,0.2049,0.1638,0.3325,0.5532,0.2692,0.1951,0.0316,0.3173,3.6427
"50d50p_chlqz",0.5349,0.7396,0.3006,0.2109,0.1872,0.38,0.6322,0.3077,0.223,0.0361,0.3627,3.9149
"50d50p_chlra",0.5603,0.7756,0.3163,0.2137,0.1634,0.3317,0.5513,0.2686,0.1947,0.0316,0.3166,3.7238
"50d50p_chlrx",0.5603,0.7756,0.3163,0.2158,0.1716,0.3483,0.5788,0.2821,0.2044,0.0331,0.3324,3.8187
"50d50p_chlrz",0.5603,0.7756,0.3163,0.2221,0.1961,0.3981,0.6615,0.3224,0.2336,0.0379,0.3799,4.1038
"50d50p_chlsa",0.5116,0.7068,0.2863,0.1931,0.1492,0.3029,0.5046,0.2453,0.1778,0.0288,0.2891,3.3955
"50d50p_chlsx",0.5116,0.7068,0.2863,0.195,0.1567,0.318,0.5298,0.2575,0.1867,0.0302,0.3035,3.4821
"50d50p_chlsz",0.5116,0.7068,0.2863,0.2008,0.1791,0.3635,0.6055,0.2943,0.2133,0.0346,0.3469,3.7427
"50d50p_chmaa",0.9716,1.4213,0.4447,0.3117,0.1716,0.3483,0.5781,0.2821,0.2044,0.0331,0.3324,5.0993
"50d50p_chmax",0.9716,1.4213,0.4447,0.3139,0.1802,0.3657,0.607,0.2962,0.2147,0.0348,0.3491,5.1992
"50d50p_chmaz",0.9716,1.4213,0.4447,0.3205,0.2059,0.418,0.6938,0.3385,0.2453,0.0398,0.3989,5.4983
"50d50p_chmqa",0.8832,1.2897,0.4007,0.2802,0.156,0.3167,0.5269,0.2564,0.1858,0.0301,0.3022,4.6279
"50d50p_chmqx",0.8832,1.2897,0.4007,0.2822,0.1638,0.3325,0.5532,0.2692,0.1951,0.0316,0.3173,4.7185
"50d50p_chmqz",0.8832,1.2897,0.4007,0.2882,0.1872,0.38,0.6322,0.3077,0.223,0.0361,0.3627,4.9907
"50d50p_chmra",0.9253,1.3523,0.4217,0.2952,0.1634,0.3317,0.5513,0.2686,0.1947,0.0316,0.3166,4.8524
"50d50p_chmrx",0.9253,1.3523,0.4217,0.2973,0.1716,0.3483,0.5788,0.2821,0.2044,0.0331,0.3324,4.9473
"50d50p_chmrz",0.9253,1.3523,0.4217,0.3036,0.1961,0.3981,0.6615,0.3224,0.2336,0.0379,0.3799,5.2324
"50d50p_chmsa",0.8448,1.2325,0.3816,0.2665,0.1492,0.3029,0.5046,0.2453,0.1778,0.0288,0.2891,4.4231
"50d50p_chmsx",0.8448,1.2325,0.3816,0.2684,0.1567,0.318,0.5298,0.2575,0.1867,0.0302,0.3035,4.5097
"50d50p_chmsz",0.8448,1.2325,0.3816,0.2742,0.1791,0.3635,0.6055,0.2943,0.2133,0.0346,0.3469,4.7703
"50d50p_chnaa",0.6842,0.9667,0.3194,0.2251,0.1716,0.3483,0.5781,0.2821,0.2044,0.0331,0.3324,4.1454
"50d50p_chnax",0.6842,0.9667,0.3194,0.2273,0.1802,0.3657,0.607,0.2962,0.2147,0.0348,0.3491,4.2453
"50d50p_chnaz",0.6842,0.9667,0.3194,0.234,0.2059,0.418,0.6938,0.3385,0.2453,0.0398,0.3989,4.5445
"50d50p_chnqa",0.622,0.8771,0.2879,0.2025,0.156,0.3167,0.5269,0.2564,0.1858,0.0301,0.3022,3.7636
"50d50p_chnqx",0.622,0.8771,0.2879,0.2046,0.1638,0.3325,0.5532,0.2692,0.1951,0.0316,0.3173,3.8543
"50d50p_chnqz",0.622,0.8771,0.2879,0.2106,0.1872,0.38,0.6322,0.3077,0.223,0.0361,0.3627,4.1265
"50d50p_chnra",0.6516,0.9198,0.3029,0.2133,0.1634,0.3317,0.5513,0.2686,0.1947,0.0316,0.3166,3.9455
"50d50p_chnrx",0.6516,0.9198,0.3029,0.2154,0.1716,0.3483,0.5788,0.2821,0.2044,0.0331,0.3324,4.0404
"50d50p_chnrz",0.6516,0.9198,0.3029,0.2217,0.1961,0.3981,0.6615,0.3224,0.2336,0.0379,0.3799,4.3255
"50d50p_chnsa",0.5949,0.8382,0.2741,0.1927,0.1492,0.3029,0.5046,0.2453,0.1778,0.0288,0.2891,3.5976
"50d50p_chnsx",0.5949,0.8382,0.2741,0.1946,0.1567,0.318,0.5298,0.2575,0.1867,0.0302,0.3035,3.6842
"50d50p_chnsz",0.5949,0.8382,0.2741,0.2004,0.1791,0.3635,0.6055,0.2943,0.2133,0.0346,0.3469,3.9448
"40d60p_aaaaa",0.6397,0.6288,0.0951,0.1224,0.1925,0.3543,0.5962,0.3201,0.2125,0.032,0.4786,3.6722
"40d60p_aaaax",0.6397,0.6288,0.0951,0.1242,0.2021,0.372,0.6261,0.3361,0.2231,0.0336,0.5025,3.7833
"40d60p_aaaaz",0.6397,0.6288,0.0951,0.1298,0.231,0.4252,0.7155,0.3841,0.255,0.0384,0.5743,4.1169
"40d60p_aaaqa",0.5815,0.5706,0.0857,0.1103,0.175,0.3221,0.5434,0.291,0.1932,0.0291,0.4351,3.337
"40d60p_aaaqx",0.5815,0.5706,0.0857,0.1119,0.1837,0.3382,0.5706,0.3055,0.2028,0.0305,0.4568,3.4378
"40d60p_aaaqz",0.5815,0.5706,0.0857,0.117,0.21,0.3865,0.6521,0.3492,0.2318,0.0349,0.5221,3.7414
"40d60p_aaara",0.6092,0.5983,0.0902,0.116,0.1833,0.3374,0.5686,0.3048,0.2023,0.0305,0.4558,3.4964
"40d60p_aaarx",0.6092,0.5983,0.0902,0.1178,0.1925,0.3543,0.597,0.3201,0.2125,0.032,0.4786,3.6025
"40d60p_aaarz",0.6092,0.5983,0.0902,0.1231,0.22,0.4049,0.6823,0.3658,0.2428,0.0366,0.5469,3.9201
"40d60p_aaasa",0.5562,0.5452,0.0816,0.105,0.1674,0.3081,0.5204,0.2783,0.1848,0.0278,0.4161,3.1909
"40d60p_aaasx",0.5562,0.5452,0.0816,0.1066,0.1757,0.3235,0.5464,0.2922,0.194,0.0292,0.437,3.2876
"40d60p_aaasz",0.5562,0.5452,0.0816,0.1114,0.2008,0.3697,0.6245,0.334,0.2217,0.0334,0.4994,3.5779
"40d60p_aakaa",0.6397,0.6288,0.096,0.1292,0.1925,0.3543,0.5962,0.3201,0.2125,0.032,0.4786,3.6799
"40d60p_aakax",0.6397,0.6288,0.096,0.131,0.2021,0.372,0.6261,0.3361,0.2231,0.0336,0.5025,3.791
"40d60p_aakaz",0.6397,0.6288,0.096,0.1366,0.231,0.4252,0.7155,0.3841,0.255,0.0384,0.5743,4.1246
"40d60p_aakqa",0.5815,0.5706,0.0865,0.1164,0.175,0.3221,0.5434,0.291,0.1932,0.0291,0.4351,3.3439
"40d60p_aakqx",0.5815,0.5706,0.0865,0.118,0.1837,0.3382,0.5706,0.3055,0.2028,0.0305,0.4568,3.4447
"40d60p_aakqz",0.5815,0.5706,0.0865,0.1231,0.21,0.3865,0.6521,0.3492,0.2318,0.0349,0.5221,3.7483
"40d60p_aakra",0.6092,0.5983,0.091,0.1225,0.1833,0.3374,0.5686,0.3048,0.2023,0.0305,0.4558,3.5037
"40d60p_aakrx",0.6092,0.5983,0.091,0.1242,0.1925,0.3543,0.597,0.3201,0.2125,0.032,0.4786,3.6097
"40d60p_aakrz",0.6092,0.5983,0.091,0.1295,0.22,0.4049,0.6823,0.3658,0.2428,0.0366,0.5469,3.9273
"40d60p_aaksa",0.5562,0.5452,0.0824,0.1108,0.1674,0.3081,0.5204,0.2783,0.1848,0.0278,0.4161,3.1975
"40d60p_aaksx",0.5562,0.5452,0.0824,0.1124,0.1757,0.3235,0.5464,0.2922,0.194,0.0292,0.437,3.2942
"40d60p_aaksz",0.5562,0.5452,0.0824,0.1172,0.2008,0.3697,0.6245,0.334,0.2217,0.0334,0.4994,3.5845
"40d60p_aalaa",0.6397,0.6288,0.1143,0.1388,0.1925,0.3543,0.5962,0.3201,0.2125,0.032,0.4786,3.7078
"40d60p_aalax",0.6397,0.6288,0.1143,0.1406,0.2021,0.372,0.6261,0.3361,0.2231,0.0336,0.5025,3.8189
"40d60p_aalaz",0.6397,0.6288,0.1143,0.1462,0.231,0.4252,0.7155,0.3841,0.255,0.0384,0.5743,4.1525
"40d60p_aalqa",0.5815,0.5706,0.103,0.125,0.175,0.3221,0.5434,0.291,0.1932,0.0291,0.4351,3.369
"40d60p_aalqx",0.5815,0.5706,0.103,0.1267,0.1837,0.3382,0.5706,0.3055,0.2028,0.0305,0.4568,3.4699
"40d60p_aalqz",0.5815,0.5706,0.103,0.1317,0.21,0.3865,0.6521,0.3492,0.2318,0.0349,0.5221,3.7734
"40d60p_aalra",0.6092,0.5983,0.1084,0.1316,0.1833,0.3374,0.5686,0.3048,0.2023,0.0305,0.4558,3.5302
"40d60p_aalrx",0.6092,0.5983,0.1084,0.1333,0.1925,0.3543,0.597,0.3201,0.2125,0.032,0.4786,3.6362
"40d60p_aalrz",0.6092,0.5983,0.1084,0.1386,0.22,0.4049,0.6823,0.3658,0.2428,0.0366,0.5469,3.9538
"40d60p_aalsa",0.5562,0.5452,0.0981,0.119,0.1674,0.3081,0.5204,0.2783,0.1848,0.0278,0.4161,3.2214
"40d60p_aalsx",0.5562,0.5452,0.0981,0.1206,0.1757,0.3235,0.5464,0.2922,0.194,0.0292,0.437,3.3181
"40d60p_aalsz",0.5562,0.5452,0.0981,0.1254,0.2008,0.3697,0.6245,0.334,0.2217,0.0334,0.4994,3.6084
"40d60p_aamaa",1.0563,1.0953,0.1523,0.1871,0.1925,0.3543,0.5962,0.3201,0.2125,0.032,0.4786,4.6772
"40d60p_aamax",1.0563,1.0953,0.1523,0.1889,0.2021,0.372,0.6261,0.3361,0.2231,0.0336,0.5025,4.7883
"40d60p_aamaz",1.0563,1.0953,0.1523,0.1945,0.231,0.4252,0.7155,0.3841,0.255,0.0384,0.5743,5.1219
"40d60p_aamqa",0.9603,0.9938,0.1373,0.1683,0.175,0.3221,0.5434,0.291,0.1932,0.0291,0.4351,4.2486
"40d60p_aamqx",0.9603,0.9938,0.1373,0.17,0.1837,0.3382,0.5706,0.3055,0.2028,0.0305,0.4568,4.3495
"40d60p_aamqz",0.9603,0.9938,0.1373,0.1751,0.21,0.3865,0.6521,0.3492,0.2318,0.0349,0.5221,4.6531
"40d60p_aamra",1.006,1.0421,0.1444,0.1773,0.1833,0.3374,0.5686,0.3048,0.2023,0.0305,0.4558,4.4525
"40d60p_aamrx",1.006,1.0421,0.1444,0.179,0.1925,0.3543,0.597,0.3201,0.2125,0.032,0.4786,4.5585
"40d60p_aamrz",1.006,1.0421,0.1444,0.1843,0.22,0.4049,0.6823,0.3658,0.2428,0.0366,0.5469,4.8761
"40d60p_aamsa",0.9185,0.9497,0.1307,0.1602,0.1674,0.3081,0.5204,0.2783,0.1848,0.0278,0.4161,4.062
"40d60p_aamsx",0.9185,0.9497,0.1307,0.1618,0.1757,0.3235,0.5464,0.2922,0.194,0.0292,0.437,4.1587
"40d60p_aamsz",0.9185,0.9497,0.1307,0.1666,0.2008,0.3697,0.6245,0.334,0.2217,0.0334,0.4994,4.449
"40d60p_aanaa",0.7438,0.7455,0.1094,0.1386,0.1925,0.3543,0.5962,0.3201,0.2125,0.032,0.4786,3.9235
"40d60p_aanax",0.7438,0.7455,0.1094,0.1404,0.2021,0.372,0.6261,0.3361,0.2231,0.0336,0.5025,4.0346
"40d60p_aanaz",0.7438,0.7455,0.1094,0.146,0.231,0.4252,0.7155,0.3841,0.255,0.0384,0.5743,4.3682
"40d60p_aanqa",0.6762,0.6764,0.0986,0.1248,0.175,0.3221,0.5434,0.291,0.1932,0.0291,0.4351,3.5649
"40d60p_aanqx",0.6762,0.6764,0.0986,0.1265,0.1837,0.3382,0.5706,0.3055,0.2028,0.0305,0.4568,3.6658
"40d60p_aanqz",0.6762,0.6764,0.0986,0.1315,0.21,0.3865,0.6521,0.3492,0.2318,0.0349,0.5221,3.9693
