"scenario","zuivel","rund","varken","kipei","agf","vetsnack","drank","graan","zoet","vis","vegi","total"
"40d60p_afksz",0.3444,0.653,0.1798,0.1809,0.2008,0.3697,0.6245,0.3462,0.2217,0.0334,0.1075,3.2619
"40d60p_aflaa",0.3961,0.7532,0.2495,0.2213,0.1925,0.3543,0.5962,0.3318,0.2125,0.032,0.103,3.4424
"40d60p_aflax",0.3961,0.7532,0.2495,0.2231,0.2021,0.372,0.6261,0.3484,0.2231,0.0336,0.1081,3.5353
"40d60p_aflaz",0.3961,0.7532,0.2495,0.2287,0.231,0.4252,0.7155,0.3982,0.255,0.0384,0.1236,3.8144
"40d60p_aflqa",0.3601,0.6834,0.2248,0.199,0.175,0.3221,0.5434,0.3016,0.1932,0.0291,0.0936,3.1253
"40d60p_aflqx",0.3601,0.6834,0.2248,0.2007,0.1837,0.3382,0.5706,0.3167,0.2028,0.0305,0.0983,3.2098
"40d60p_aflqz",0.3601,0.6834,0.2248,0.2058,0.21,0.3865,0.6521,0.362,0.2318,0.0349,0.1123,3.4637
"40d60p_aflra",0.3772,0.7166,0.2366,0.2096,0.1833,0.3374,0.5686,0.316,0.2023,0.0305,0.0981,3.2762
"40d60p_aflrx",0.3772,0.7166,0.2366,0.2114,0.1925,0.3543,0.597,0.3318,0.2125,0.032,0.103,3.3649
"40d60p_aflrz",0.3772,0.7166,0.2366,0.2167,0.22,0.4049,0.6823,0.3792,0.2428,0.0366,0.1177,3.6306
"40d60p_aflsa",0.3444,0.653,0.2141,0.1893,0.1674,0.3081,0.5204,0.2885,0.1848,0.0278,0.0895,2.9873
"40d60p_aflsx",0.3444,0.653,0.2141,0.1909,0.1757,0.3235,0.5464,0.3029,0.194,0.0292,0.094,3.0681
"40d60p_aflsz",0.3444,0.653,0.2141,0.1958,0.2008,0.3697,0.6245,0.3462,0.2217,0.0334,0.1075,3.3111
"40d60p_afmaa",0.6541,1.3108,0.3325,0.3087,0.1925,0.3543,0.5962,0.3318,0.2125,0.032,0.103,4.4284
"40d60p_afmax",0.6541,1.3108,0.3325,0.3106,0.2021,0.372,0.6261,0.3484,0.2231,0.0336,0.1081,4.5214
"40d60p_afmaz",0.6541,1.3108,0.3325,0.3162,0.231,0.4252,0.7155,0.3982,0.255,0.0384,0.1236,4.8005
"40d60p_afmqa",0.5946,1.1893,0.2997,0.2775,0.175,0.3221,0.5434,0.3016,0.1932,0.0291,0.0936,4.0191
"40d60p_afmqx",0.5946,1.1893,0.2997,0.2792,0.1837,0.3382,0.5706,0.3167,0.2028,0.0305,0.0983,4.1036
"40d60p_afmqz",0.5946,1.1893,0.2997,0.2842,0.21,0.3865,0.6521,0.362,0.2318,0.0349,0.1123,4.3574
"40d60p_afmra",0.6229,1.2471,0.3153,0.2924,0.1833,0.3374,0.5686,0.316,0.2023,0.0305,0.0981,4.2139
"40d60p_afmrx",0.6229,1.2471,0.3153,0.2941,0.1925,0.3543,0.597,0.3318,0.2125,0.032,0.103,4.3025
"40d60p_afmrz",0.6229,1.2471,0.3153,0.2994,0.22,0.4049,0.6823,0.3792,0.2428,0.0366,0.1177,4.5682
"40d60p_afmsa",0.5687,1.1365,0.2854,0.2639,0.1674,0.3081,0.5204,0.2885,0.1848,0.0278,0.0895,3.841
"40d60p_afmsx",0.5687,1.1365,0.2854,0.2655,0.1757,0.3235,0.5464,0.3029,0.194,0.0292,0.094,3.9218
"40d60p_afmsz",0.5687,1.1365,0.2854,0.2704,0.2008,0.3697,0.6245,0.3462,0.2217,0.0334,0.1075,4.1648
"40d60p_afnaa",0.4606,0.8926,0.2389,0.2209,0.1925,0.3543,0.5962,0.3318,0.2125,0.032,0.103,3.6353
"40d60p_afnax",0.4606,0.8926,0.2389,0.2227,0.2021,0.372,0.6261,0.3484,0.2231,0.0336,0.1081,3.7282
"40d60p_afnaz",0.4606,0.8926,0.2389,0.2283,0.231,0.4252,0.7155,0.3982,0.255,0.0384,0.1236,4.0073
"40d60p_afnqa",0.4187,0.8098,0.2153,0.1986,0.175,0.3221,0.5434,0.3016,0.1932,0.0291,0.0936,3.3004
"40d60p_afnqx",0.4187,0.8098,0.2153,0.2003,0.1837,0.3382,0.5706,0.3167,0.2028,0.0305,0.0983,3.3849
"40d60p_afnqz",0.4187,0.8098,0.2153,0.2054,0.21,0.3865,0.6521,0.362,0.2318,0.0349,0.1123,3.6388
"40d60p_afnra",0.4386,0.8493,0.2265,0.2092,0.1833,0.3374,0.5686,0.316,0.2023,0.0305,0.0981,3.4598
"40d60p_afnrx",0.4386,0.8493,0.2265,0.211,0.1925,0.3543,0.597,0.3318,0.2125,0.032,0.103,3.5485
"40d60p_afnrz",0.4386,0.8493,0.2265,0.2163,0.22,0.4049,0.6823,0.3792,0.2428,0.0366,0.1177,3.8142
"40d60p_afnsa",0.4005,0.7739,0.205,0.189,0.1674,0.3081,0.5204,0.2885,0.1848,0.0278,0.0895,3.1549
"40d60p_afnsx",0.4005,0.7739,0.205,0.1906,0.1757,0.3235,0.5464,0.3029,0.194,0.0292,0.094,3.2357
"40d60p_afnsz",0.4005,0.7739,0.205,0.1954,0.2008,0.3697,0.6245,0.3462,0.2217,0.0334,0.1075,3.4786
"40d60p_agaaa",0.3865,0.7143,0.1998,0.1857,0.1925,0.3543,0.5962,0.3318,0.2125,0.032,0.103,3.3086
"40d60p_agaax",0.3865,0.7143,0.1998,0.1875,0.2021,0.372,0.6261,0.3484,0.2231,0.0336,0.1081,3.4015
"40d60p_agaaz",0.3865,0.7143,0.1998,0.1931,0.231,0.4252,0.7155,0.3982,0.255,0.0384,0.1236,3.6806
"40d60p_agaqa",0.3514,0.6481,0.18,0.1671,0.175,0.3221,0.5434,0.3016,0.1932,0.0291,0.0936,3.0046
"40d60p_agaqx",0.3514,0.6481,0.18,0.1687,0.1837,0.3382,0.5706,0.3167,0.2028,0.0305,0.0983,3.089
"40d60p_agaqz",0.3514,0.6481,0.18,0.1738,0.21,0.3865,0.6521,0.362,0.2318,0.0349,0.1123,3.3429
"40d60p_agara",0.3681,0.6796,0.1894,0.1759,0.1833,0.3374,0.5686,0.316,0.2023,0.0305,0.0981,3.1492
"40d60p_agarx",0.3681,0.6796,0.1894,0.1777,0.1925,0.3543,0.597,0.3318,0.2125,0.032,0.103,3.2379
"40d60p_agarz",0.3681,0.6796,0.1894,0.183,0.22,0.4049,0.6823,0.3792,0.2428,0.0366,0.1177,3.5036
"40d60p_agasa",0.3361,0.6192,0.1715,0.159,0.1674,0.3081,0.5204,0.2885,0.1848,0.0278,0.0895,2.8723
"40d60p_agasx",0.3361,0.6192,0.1715,0.1606,0.1757,0.3235,0.5464,0.3029,0.194,0.0292,0.094,2.9531
"40d60p_agasz",0.3361,0.6192,0.1715,0.1654,0.2008,0.3697,0.6245,0.3462,0.2217,0.0334,0.1075,3.196
"40d60p_agkaa",0.3865,0.7143,0.2016,0.1975,0.1925,0.3543,0.5962,0.3318,0.2125,0.032,0.103,3.3222
"40d60p_agkax",0.3865,0.7143,0.2016,0.1994,0.2021,0.372,0.6261,0.3484,0.2231,0.0336,0.1081,3.4152
"40d60p_agkaz",0.3865,0.7143,0.2016,0.2049,0.231,0.4252,0.7155,0.3982,0.255,0.0384,0.1236,3.6942
"40d60p_agkqa",0.3514,0.6481,0.1817,0.1777,0.175,0.3221,0.5434,0.3016,0.1932,0.0291,0.0936,3.0169
"40d60p_agkqx",0.3514,0.6481,0.1817,0.1794,0.1837,0.3382,0.5706,0.3167,0.2028,0.0305,0.0983,3.1014
"40d60p_agkqz",0.3514,0.6481,0.1817,0.1844,0.21,0.3865,0.6521,0.362,0.2318,0.0349,0.1123,3.3552
"40d60p_agkra",0.3681,0.6796,0.1912,0.1871,0.1833,0.3374,0.5686,0.316,0.2023,0.0305,0.0981,3.1622
"40d60p_agkrx",0.3681,0.6796,0.1912,0.1889,0.1925,0.3543,0.597,0.3318,0.2125,0.032,0.103,3.2509
"40d60p_agkrz",0.3681,0.6796,0.1912,0.1942,0.22,0.4049,0.6823,0.3792,0.2428,0.0366,0.1177,3.5166
"40d60p_agksa",0.3361,0.6192,0.173,0.1691,0.1674,0.3081,0.5204,0.2885,0.1848,0.0278,0.0895,2.8839
"40d60p_agksx",0.3361,0.6192,0.173,0.1707,0.1757,0.3235,0.5464,0.3029,0.194,0.0292,0.094,2.9647
"40d60p_agksz",0.3361,0.6192,0.173,0.1755,0.2008,0.3697,0.6245,0.3462,0.2217,0.0334,0.1075,3.2076
"40d60p_aglaa",0.3865,0.7143,0.24,0.2143,0.1925,0.3543,0.5962,0.3318,0.2125,0.032,0.103,3.3774
"40d60p_aglax",0.3865,0.7143,0.24,0.2161,0.2021,0.372,0.6261,0.3484,0.2231,0.0336,0.1081,3.4703
"40d60p_aglaz",0.3865,0.7143,0.24,0.2217,0.231,0.4252,0.7155,0.3982,0.255,0.0384,0.1236,3.7494
"40d60p_aglqa",0.3514,0.6481,0.2163,0.1927,0.175,0.3221,0.5434,0.3016,0.1932,0.0291,0.0936,3.0665
"40d60p_aglqx",0.3514,0.6481,0.2163,0.1944,0.1837,0.3382,0.5706,0.3167,0.2028,0.0305,0.0983,3.151
"40d60p_aglqz",0.3514,0.6481,0.2163,0.1994,0.21,0.3865,0.6521,0.362,0.2318,0.0349,0.1123,3.4048
"40d60p_aglra",0.3681,0.6796,0.2276,0.203,0.1833,0.3374,0.5686,0.316,0.2023,0.0305,0.0981,3.2145
"40d60p_aglrx",0.3681,0.6796,0.2276,0.2047,0.1925,0.3543,0.597,0.3318,0.2125,0.032,0.103,3.3031
"40d60p_aglrz",0.3681,0.6796,0.2276,0.21,0.22,0.4049,0.6823,0.3792,0.2428,0.0366,0.1177,3.5688
"40d60p_aglsa",0.3361,0.6192,0.206,0.1833,0.1674,0.3081,0.5204,0.2885,0.1848,0.0278,0.0895,2.9311
"40d60p_aglsx",0.3361,0.6192,0.206,0.185,0.1757,0.3235,0.5464,0.3029,0.194,0.0292,0.094,3.012
"40d60p_aglsz",0.3361,0.6192,0.206,0.1898,0.2008,0.3697,0.6245,0.3462,0.2217,0.0334,0.1075,3.2549
"40d60p_agmaa",0.6383,1.2418,0.3199,0.2984,0.1925,0.3543,0.5962,0.3318,0.2125,0.032,0.103,4.3207
"40d60p_agmax",0.6383,1.2418,0.3199,0.3002,0.2021,0.372,0.6261,0.3484,0.2231,0.0336,0.1081,4.4136
"40d60p_agmaz",0.6383,1.2418,0.3199,0.3058,0.231,0.4252,0.7155,0.3982,0.255,0.0384,0.1236,4.6927
"40d60p_agmqa",0.5803,1.1267,0.2883,0.2682,0.175,0.3221,0.5434,0.3016,0.1932,0.0291,0.0936,3.9215
"40d60p_agmqx",0.5803,1.1267,0.2883,0.2699,0.1837,0.3382,0.5706,0.3167,0.2028,0.0305,0.0983,4.006
"40d60p_agmqz",0.5803,1.1267,0.2883,0.2749,0.21,0.3865,0.6521,0.362,0.2318,0.0349,0.1123,4.2598
"40d60p_agmra",0.6079,1.1815,0.3034,0.2826,0.1833,0.3374,0.5686,0.316,0.2023,0.0305,0.0981,4.1116
"40d60p_agmrx",0.6079,1.1815,0.3034,0.2843,0.1925,0.3543,0.597,0.3318,0.2125,0.032,0.103,4.2002
"40d60p_agmrz",0.6079,1.1815,0.3034,0.2896,0.22,0.4049,0.6823,0.3792,0.2428,0.0366,0.1177,4.4659
"40d60p_agmsa",0.555,1.0766,0.2746,0.2551,0.1674,0.3081,0.5204,0.2885,0.1848,0.0278,0.0895,3.7478
"40d60p_agmsx",0.555,1.0766,0.2746,0.2567,0.1757,0.3235,0.5464,0.3029,0.194,0.0292,0.094,3.8286
"40d60p_agmsz",0.555,1.0766,0.2746,0.2615,0.2008,0.3697,0.6245,0.3462,0.2217,0.0334,0.1075,4.0715
"40d60p_agnaa",0.4495,0.8462,0.2298,0.2139,0.1925,0.3543,0.5962,0.3318,0.2125,0.032,0.103,3.5617
"40d60p_agnax",0.4495,0.8462,0.2298,0.2157,0.2021,0.372,0.6261,0.3484,0.2231,0.0336,0.1081,3.6546
"40d60p_agnaz",0.4495,0.8462,0.2298,0.2213,0.231,0.4252,0.7155,0.3982,0.255,0.0384,0.1236,3.9337
"40d60p_agnqa",0.4086,0.7677,0.2071,0.1923,0.175,0.3221,0.5434,0.3016,0.1932,0.0291,0.0936,3.2337
"40d60p_agnqx",0.4086,0.7677,0.2071,0.194,0.1837,0.3382,0.5706,0.3167,0.2028,0.0305,0.0983,3.3182
"40d60p_agnqz",0.4086,0.7677,0.2071,0.1991,0.21,0.3865,0.6521,0.362,0.2318,0.0349,0.1123,3.5721
"40d60p_agnra",0.4281,0.8051,0.2179,0.2026,0.1833,0.3374,0.5686,0.316,0.2023,0.0305,0.0981,3.3899
"40d60p_agnrx",0.4281,0.8051,0.2179,0.2044,0.1925,0.3543,0.597,0.3318,0.2125,0.032,0.103,3.4786
"40d60p_agnrz",0.4281,0.8051,0.2179,0.2096,0.22,0.4049,0.6823,0.3792,0.2428,0.0366,0.1177,3.7442
"40d60p_agnsa",0.3908,0.7336,0.1972,0.183,0.1674,0.3081,0.5204,0.2885,0.1848,0.0278,0.0895,3.0911
"40d60p_agnsx",0.3908,0.7336,0.1972,0.1846,0.1757,0.3235,0.5464,0.3029,0.194,0.0292,0.094,3.1719
"40d60p_agnsz",0.3908,0.7336,0.1972,0.1894,0.2008,0.3697,0.6245,0.3462,0.2217,0.0334,0.1075,3.4148
"40d60p_ahaaa",0.4079,0.8042,0.2176,0.199,0.1925,0.3543,0.5962,0.3318,0.2125,0.032,0.103,3.451
"40d60p_ahaax",0.4079,0.8042,0.2176,0.2008,0.2021,0.372,0.6261,0.3484,0.2231,0.0336,0.1081,3.5439
"40d60p_ahaaz",0.4079,0.8042,0.2176,0.2064,0.231,0.4252,0.7155,0.3982,0.255,0.0384,0.1236,3.823
"40d60p_ahaqa",0.3708,0.7297,0.1961,0.179,0.175,0.3221,0.5434,0.3016,0.1932,0.0291,0.0936,3.1336
"40d60p_ahaqx",0.3708,0.7297,0.1961,0.1807,0.1837,0.3382,0.5706,0.3167,0.2028,0.0305,0.0983,3.2181
"40d60p_ahaqz",0.3708,0.7297,0.1961,0.1858,0.21,0.3865,0.6521,0.362,0.2318,0.0349,0.1123,3.472
"40d60p_ahara",0.3885,0.7652,0.2063,0.1885,0.1833,0.3374,0.5686,0.316,0.2023,0.0305,0.0981,3.2847
"40d60p_aharx",0.3885,0.7652,0.2063,0.1903,0.1925,0.3543,0.597,0.3318,0.2125,0.032,0.103,3.3734
"40d60p_aharz",0.3885,0.7652,0.2063,0.1956,0.22,0.4049,0.6823,0.3792,0.2428,0.0366,0.1177,3.6391
"40d60p_ahasa",0.3547,0.6973,0.1867,0.1703,0.1674,0.3081,0.5204,0.2885,0.1848,0.0278,0.0895,2.9955
"40d60p_ahasx",0.3547,0.6973,0.1867,0.1719,0.1757,0.3235,0.5464,0.3029,0.194,0.0292,0.094,3.0763
"40d60p_ahasz",0.3547,0.6973,0.1867,0.1768,0.2008,0.3697,0.6245,0.3462,0.2217,0.0334,0.1075,3.3193
"40d60p_ahkaa",0.4079,0.8042,0.2195,0.2119,0.1925,0.3543,0.5962,0.3318,0.2125,0.032,0.103,3.4658
"40d60p_ahkax",0.4079,0.8042,0.2195,0.2137,0.2021,0.372,0.6261,0.3484,0.2231,0.0336,0.1081,3.5587
"40d60p_ahkaz",0.4079,0.8042,0.2195,0.2193,0.231,0.4252,0.7155,0.3982,0.255,0.0384,0.1236,3.8378
"40d60p_ahkqa",0.3708,0.7297,0.1978,0.1906,0.175,0.3221,0.5434,0.3016,0.1932,0.0291,0.0936,3.1469
"40d60p_ahkqx",0.3708,0.7297,0.1978,0.1923,0.1837,0.3382,0.5706,0.3167,0.2028,0.0305,0.0983,3.2314
"40d60p_ahkqz",0.3708,0.7297,0.1978,0.1973,0.21,0.3865,0.6521,0.362,0.2318,0.0349,0.1123,3.4852
"40d60p_ahkra",0.3885,0.7652,0.2082,0.2007,0.1833,0.3374,0.5686,0.316,0.2023,0.0305,0.0981,3.2988
"40d60p_ahkrx",0.3885,0.7652,0.2082,0.2025,0.1925,0.3543,0.597,0.3318,0.2125,0.032,0.103,3.3875
"40d60p_ahkrz",0.3885,0.7652,0.2082,0.2078,0.22,0.4049,0.6823,0.3792,0.2428,0.0366,0.1177,3.6532
"40d60p_ahksa",0.3547,0.6973,0.1884,0.1813,0.1674,0.3081,0.5204,0.2885,0.1848,0.0278,0.0895,3.0082
"40d60p_ahksx",0.3547,0.6973,0.1884,0.1829,0.1757,0.3235,0.5464,0.3029,0.194,0.0292,0.094,3.089
"40d60p_ahksz",0.3547,0.6973,0.1884,0.1878,0.2008,0.3697,0.6245,0.3462,0.2217,0.0334,0.1075,3.332
"40d60p_ahlaa",0.4079,0.8042,0.2614,0.2301,0.1925,0.3543,0.5962,0.3318,0.2125,0.032,0.103,3.5259
"40d60p_ahlax",0.4079,0.8042,0.2614,0.232,0.2021,0.372,0.6261,0.3484,0.2231,0.0336,0.1081,3.6189
"40d60p_ahlaz",0.4079,0.8042,0.2614,0.2375,0.231,0.4252,0.7155,0.3982,0.255,0.0384,0.1236,3.8979
"40d60p_ahlqa",0.3708,0.7297,0.2355,0.207,0.175,0.3221,0.5434,0.3016,0.1932,0.0291,0.0936,3.201
"40d60p_ahlqx",0.3708,0.7297,0.2355,0.2086,0.1837,0.3382,0.5706,0.3167,0.2028,0.0305,0.0983,3.2854
"40d60p_ahlqz",0.3708,0.7297,0.2355,0.2137,0.21,0.3865,0.6521,0.362,0.2318,0.0349,0.1123,3.5393
"40d60p_ahlra",0.3885,0.7652,0.2478,0.218,0.1833,0.3374,0.5686,0.316,0.2023,0.0305,0.0981,3.3557
"40d60p_ahlrx",0.3885,0.7652,0.2478,0.2198,0.1925,0.3543,0.597,0.3318,0.2125,0.032,0.103,3.4444
"40d60p_ahlrz",0.3885,0.7652,0.2478,0.2251,0.22,0.4049,0.6823,0.3792,0.2428,0.0366,0.1177,3.7101
"40d60p_ahlsa",0.3547,0.6973,0.2243,0.1969,0.1674,0.3081,0.5204,0.2885,0.1848,0.0278,0.0895,3.0597
"40d60p_ahlsx",0.3547,0.6973,0.2243,0.1985,0.1757,0.3235,0.5464,0.3029,0.194,0.0292,0.094,3.1405
"40d60p_ahlsz",0.3547,0.6973,0.2243,0.2033,0.2008,0.3697,0.6245,0.3462,0.2217,0.0334,0.1075,3.3834
"40d60p_ahmaa",0.6736,1.4013,0.3484,0.3218,0.1925,0.3543,0.5962,0.3318,0.2125,0.032,0.103,4.5674
"40d60p_ahmax",0.6736,1.4013,0.3484,0.3237,0.2021,0.372,0.6261,0.3484,0.2231,0.0336,0.1081,4.6604
"40d60p_ahmaz",0.6736,1.4013,0.3484,0.3292,0.231,0.4252,0.7155,0.3982,0.255,0.0384,0.1236,4.9394
"40d60p_ahmqa",0.6124,1.2715,0.314,0.2892,0.175,0.3221,0.5434,0.3016,0.1932,0.0291,0.0936,4.1451
"40d60p_ahmqx",0.6124,1.2715,0.314,0.2909,0.1837,0.3382,0.5706,0.3167,0.2028,0.0305,0.0983,4.2296
"40d60p_ahmqz",0.6124,1.2715,0.314,0.296,0.21,0.3865,0.6521,0.362,0.2318,0.0349,0.1123,4.4835
"40d60p_ahmra",0.6415,1.3333,0.3304,0.3047,0.1833,0.3374,0.5686,0.316,0.2023,0.0305,0.0981,4.3461
"40d60p_ahmrx",0.6415,1.3333,0.3304,0.3065,0.1925,0.3543,0.597,0.3318,0.2125,0.032,0.103,4.4348
"40d60p_ahmrz",0.6415,1.3333,0.3304,0.3118,0.22,0.4049,0.6823,0.3792,0.2428,0.0366,0.1177,4.7005
"40d60p_ahmsa",0.5858,1.2151,0.299,0.275,0.1674,0.3081,0.5204,0.2885,0.1848,0.0278,0.0895,3.9614
"40d60p_ahmsx",0.5858,1.2151,0.299,0.2767,0.1757,0.3235,0.5464,0.3029,0.194,0.0292,0.094,4.0423
"40d60p_ahmsz",0.5858,1.2151,0.299,0.2815,0.2008,0.3697,0.6245,0.3462,0.2217,0.0334,0.1075,4.2852
"40d60p_ahnaa",0.4743,0.9535,0.2503,0.2297,0.1925,0.3543,0.5962,0.3318,0.2125,0.032,0.103,3.7301
"40d60p_ahnax",0.4743,0.9535,0.2503,0.2315,0.2021,0.372,0.6261,0.3484,0.2231,0.0336,0.1081,3.823
"40d60p_ahnaz",0.4743,0.9535,0.2503,0.2371,0.231,0.4252,0.7155,0.3982,0.255,0.0384,0.1236,4.1021
"40d60p_ahnqa",0.4312,0.8652,0.2255,0.2066,0.175,0.3221,0.5434,0.3016,0.1932,0.0291,0.0936,3.3865
"40d60p_ahnqx",0.4312,0.8652,0.2255,0.2082,0.1837,0.3382,0.5706,0.3167,0.2028,0.0305,0.0983,3.4709
"40d60p_ahnqz",0.4312,0.8652,0.2255,0.2133,0.21,0.3865,0.6521,0.362,0.2318,0.0349,0.1123,3.7248
"40d60p_ahnra",0.4518,0.9072,0.2373,0.2176,0.1833,0.3374,0.5686,0.316,0.2023,0.0305,0.0981,3.5501
"40d60p_ahnrx",0.4518,0.9072,0.2373,0.2193,0.1925,0.3543,0.597,0.3318,0.2125,0.032,0.103,3.6387
"40d60p_ahnrz",0.4518,0.9072,0.2373,0.2246,0.22,0.4049,0.6823,0.3792,0.2428,0.0366,0.1177,3.9044
"40d60p_ahnsa",0.4125,0.8268,0.2148,0.1965,0.1674,0.3081,0.5204,0.2885,0.1848,0.0278,0.0895,3.2371
"40d60p_ahnsx",0.4125,0.8268,0.2148,0.1981,0.1757,0.3235,0.5464,0.3029,0.194,0.0292,0.094,3.3179
"40d60p_ahnsz",0.4125,0.8268,0.2148,0.203,0.2008,0.3697,0.6245,0.3462,0.2217,0.0334,0.1075,3.5609
"40d60p_baaaa",0.4088,0.8298,0.2209,0.2007,0.1873,0.3477,0.5871,0.3235,0.2084,0.031,0.1011,3.4463
"40d60p_baaax",0.4088,0.8298,0.2209,0.2025,0.1967,0.365,0.6164,0.3396,0.2189,0.0326,0.1061,3.5373
"40d60p_baaaz",0.4088,0.8298,0.2209,0.2079,0.2248,0.4172,0.7045,0.3881,0.2501,0.0372,0.1213,3.8106
"40d60p_baaqa",0.3716,0.7529,0.1991,0.1805,0.1703,0.3161,0.535,0.2941,0.1895,0.0282,0.0919,3.1292
"40d60p_baaqx",0.3716,0.7529,0.1991,0.1821,0.1788,0.3319,0.5618,0.3088,0.199,0.0296,0.0965,3.2121
"40d60p_baaqz",0.3716,0.7529,0.1991,0.1871,0.2044,0.3793,0.642,0.3529,0.2274,0.0339,0.1103,3.4609
"40d60p_baara",0.3893,0.7895,0.2094,0.1901,0.1784,0.3311,0.5598,0.3081,0.1985,0.0296,0.0963,3.2801
"40d60p_baarx",0.3893,0.7895,0.2094,0.1918,0.1873,0.3477,0.5878,0.3235,0.2084,0.031,0.1011,3.3668
"40d60p_baarz",0.3893,0.7895,0.2094,0.197,0.2141,0.3973,0.6718,0.3697,0.2382,0.0355,0.1155,3.6273
"40d60p_baasa",0.3555,0.7195,0.1896,0.1717,0.1629,0.3023,0.5124,0.2813,0.1813,0.027,0.0879,2.9914
"40d60p_baasx",0.3555,0.7195,0.1896,0.1733,0.171,0.3174,0.538,0.2953,0.1903,0.0283,0.0923,3.0705
"40d60p_baasz",0.3555,0.7195,0.1896,0.178,0.1955,0.3628,0.6149,0.3375,0.2175,0.0324,0.1055,3.3087
"40d60p_bakaa",0.4088,0.8298,0.2229,0.2138,0.1873,0.3477,0.5871,0.3235,0.2084,0.031,0.1011,3.4614
"40d60p_bakax",0.4088,0.8298,0.2229,0.2156,0.1967,0.365,0.6164,0.3396,0.2189,0.0326,0.1061,3.5524
"40d60p_bakaz",0.4088,0.8298,0.2229,0.221,0.2248,0.4172,0.7045,0.3881,0.2501,0.0372,0.1213,3.8257
"40d60p_bakqa",0.3716,0.7529,0.2009,0.1922,0.1703,0.3161,0.535,0.2941,0.1895,0.0282,0.0919,3.1427
"40d60p_bakqx",0.3716,0.7529,0.2009,0.1939,0.1788,0.3319,0.5618,0.3088,0.199,0.0296,0.0965,3.2257
"40d60p_bakqz",0.3716,0.7529,0.2009,0.1988,0.2044,0.3793,0.642,0.3529,0.2274,0.0339,0.1103,3.4744
"40d60p_bakra",0.3893,0.7895,0.2113,0.2025,0.1784,0.3311,0.5598,0.3081,0.1985,0.0296,0.0963,3.2944
"40d60p_bakrx",0.3893,0.7895,0.2113,0.2042,0.1873,0.3477,0.5878,0.3235,0.2084,0.031,0.1011,3.3811
"40d60p_bakrz",0.3893,0.7895,0.2113,0.2094,0.2141,0.3973,0.6718,0.3697,0.2382,0.0355,0.1155,3.6416
"40d60p_baksa",0.3555,0.7195,0.1913,0.1829,0.1629,0.3023,0.5124,0.2813,0.1813,0.027,0.0879,3.0043
"40d60p_baksx",0.3555,0.7195,0.1913,0.1845,0.171,0.3174,0.538,0.2953,0.1903,0.0283,0.0923,3.0834
"40d60p_baksz",0.3555,0.7195,0.1913,0.1892,0.1955,0.3628,0.6149,0.3375,0.2175,0.0324,0.1055,3.3216
"40d60p_balaa",0.4088,0.8298,0.2654,0.2323,0.1873,0.3477,0.5871,0.3235,0.2084,0.031,0.1011,3.5224
"40d60p_balax",0.4088,0.8298,0.2654,0.2341,0.1967,0.365,0.6164,0.3396,0.2189,0.0326,0.1061,3.6134
"40d60p_balaz",0.4088,0.8298,0.2654,0.2395,0.2248,0.4172,0.7045,0.3881,0.2501,0.0372,0.1213,3.8867
"40d60p_balqa",0.3716,0.7529,0.2391,0.2089,0.1703,0.3161,0.535,0.2941,0.1895,0.0282,0.0919,3.1976
"40d60p_balqx",0.3716,0.7529,0.2391,0.2105,0.1788,0.3319,0.5618,0.3088,0.199,0.0296,0.0965,3.2805
"40d60p_balqz",0.3716,0.7529,0.2391,0.2154,0.2044,0.3793,0.642,0.3529,0.2274,0.0339,0.1103,3.5292
"40d60p_balra",0.3893,0.7895,0.2516,0.22,0.1784,0.3311,0.5598,0.3081,0.1985,0.0296,0.0963,3.3522
"40d60p_balrx",0.3893,0.7895,0.2516,0.2217,0.1873,0.3477,0.5878,0.3235,0.2084,0.031,0.1011,3.4389
"40d60p_balrz",0.3893,0.7895,0.2516,0.2269,0.2141,0.3973,0.6718,0.3697,0.2382,0.0355,0.1155,3.6994
"40d60p_balsa",0.3555,0.7195,0.2277,0.1987,0.1629,0.3023,0.5124,0.2813,0.1813,0.027,0.0879,3.0565
"40d60p_balsx",0.3555,0.7195,0.2277,0.2003,0.171,0.3174,0.538,0.2953,0.1903,0.0283,0.0923,3.1356
"40d60p_balsz",0.3555,0.7195,0.2277,0.205,0.1955,0.3628,0.6149,0.3375,0.2175,0.0324,0.1055,3.3738
"40d60p_bamaa",0.6751,1.4478,0.3537,0.3254,0.1873,0.3477,0.5871,0.3235,0.2084,0.031,0.1011,4.5881
"40d60p_bamax",0.6751,1.4478,0.3537,0.3272,0.1967,0.365,0.6164,0.3396,0.2189,0.0326,0.1061,4.6791
"40d60p_bamaz",0.6751,1.4478,0.3537,0.3326,0.2248,0.4172,0.7045,0.3881,0.2501,0.0372,0.1213,4.9524
"40d60p_bamqa",0.6137,1.3138,0.3188,0.2924,0.1703,0.3161,0.535,0.2941,0.1895,0.0282,0.0919,4.1638
"40d60p_bamqx",0.6137,1.3138,0.3188,0.2941,0.1788,0.3319,0.5618,0.3088,0.199,0.0296,0.0965,4.2468
"40d60p_bamqz",0.6137,1.3138,0.3188,0.299,0.2044,0.3793,0.642,0.3529,0.2274,0.0339,0.1103,4.4955
"40d60p_bamra",0.6429,1.3776,0.3354,0.3081,0.1784,0.3311,0.5598,0.3081,0.1985,0.0296,0.0963,4.3658
